,English,Japanese,good_trans,original_language
36242,"ah. you know, he recently gotten a new one.",ああ。あなたが知っている、彼は最近新しいものを手に入れました。,0,0
2146,you can rule the north in his name.,息子の名で北部を支配するんだ,1,1
6133,we're only women here.,私達はここではただの女さ,1,1
3368,"erinasan, i'm really sorry",エリナさん,1,1
43941,"You gave him money, right?",おまえが奴に金をやったんだな そうだ だからなんだ?,0,1
43914,I'm afraid I'm going to cry,一直以來 我總是藏起來 看他一個人來此哭泣,0,1
36925,enjoy the alps.,アルプスをお楽しみください。,0,0
28002,"the fellow in the door, andre filitrault",ドアの仲間、アンドレ・フィリトロー,0,0
52808,"Ah ~ No, my boss doesn't even preach.",あ~ いえいえ 上司はn説教すら してくれませんし。,0,1
7535,no more than usual.,いつもと同じ程度,1,1
35085,and she tells no one. especially la policia.,彼女は誰にも言いません特にラポリシア。,0,0
36806,there are plenty of downsides.,欠点はたくさんあります。,0,0
23054,"and the little brother or sister, you take care of them.",そして弟か妹、あなたは彼らの世話をします。,0,0
38406,i should book you too.,私もあなたを予約する必要があります。,0,0
29577,"i wanna understand. babe, i do it for you.",理解したい。ベイビー、私はあなたのためにそれをします。,0,0
20281,communication was extremely difficult.,コミュニケーションは非常に困難でした。,0,0
58784,Hey you,おい 君,0,1
16845,i'm remanding him to marion immediately.,直ちにマリオンに送還する,1,1
33456,i don't know how many times i got to tell you.,何回言わなきゃいけないのかわからない。,0,0
41084,Consider that it will arrive the next day,翌日に届くことを考えてみましょう,0,1
9183,ground forces?,地上軍?,1,1
13363,i tried to rely on the soul society,ソウル・ソサエティを頼ろうとしたが,1,1
36999,we do all the work and the candidate gets all the credit.,私たちはすべての仕事をし、候補者はすべてのクレジットを取得します。,0,0
46342,Blogger Dean Believers,ブロガーさ ディーン 信者たちさ,0,1
53784,I can take pictures,写真が撮れるの,0,1
41120,Such a thing!,そんなこと!,0,1
2486,and i keep waiting for someone to tell me i made it.,良くやったと言ってくれる 誰かを待ってるの,1,1
17155,everyone's making fun of me and you got hurt as well.,俺 みんなに からかわれて 恥ずかしくなって,1,1
31299,maneuverability with that same structure,同じ構造での機動性,0,0
45125,One has 17 teeth and the larger has 12 teeth.,「一方は歯が17本あり 大きい方は12本ある,0,1
10650,in with the new.,古きを排除し 新しくする.,1,1
45982,Thank you it was good,ありがとう それは良かった,0,1
40102,"[A man kidnaps Dennis Cochrane this morning] [Threats threatening to kill him for committing a villainous sin] [Not only for me, but for other children]",[今朝 ある男がデニス・コクランを誘拐し] [彼が極悪非道な罪を犯したとして 彼を殺すと脅しました] [私のためだけでは無く 他の子供たちのためにも],0,1
3927,"well, don't act girly.",たくましいくせに,1,1
1665,ladies minds often can't cope with further education.,女性の精神が 高等教育に,1,1
43313,The best treatment is landscape change,最善の治療は風景の変化です,0,1
51900,Michael,マイケル,0,1
51186,"Even though I don't have any connections, I suddenly went out-",コネもないのに いきなり出向いて―,0,1
51577,Can I attack him?,彼を襲ってもいい?,0,1
7067,the surgeon was on call and scrubbed in.,外科医は待機して洗浄を済ませ入室しました,1,1
35276,you need to take some time for yourself.,あなたはあなた自身のために少し時間がかかる必要があります。,0,0
15335,jyouou gp qualifying kanto region now declaring the final day of trials,嬢王GP 関東地区予選 最終ジャッジメントの発表です,1,1
29635,"hey, what are you doing",何やってんの,0,0
6693,"cochrane's got a lockup railway arches, horsemonger lane.",コクランは 貸しガレージにいる ホースマンガー・レインの鉄道門だ,1,1
39785,"no, you wouldn't. yes, i would.",いいえ、しません。はい、そうします。,0,0
41068,Never,一度も,0,1
29537,you want white?,白が欲しい？,0,0
26270,to use her in ways that would never occur to most men.,ほとんどの男性には決して起こらないような方法で彼女を使うこと。,0,0
53789,Calm down?,落ち着いた?,0,1
19143,"no alarm went off, so we think this is when the security cameras went out.",ここで 他のカメラが 切られたのでしょう,1,1
53858,Yes with a pure heart,はい 純粋な心で,0,1
15106,and that's all i'm going to say about it.,言いたいことはこれだけよ,1,1
23230,how did those horns grow?,それらの角はどのように成長しましたか？,0,0
20092,"i'm not slaying anything. i don't slay, so put it out of your mind.",私は何も殺していません。私は殺さないので、気にしないでください。,0,0
55995,Leave the current space.,現宙域を離れる。,0,1
42889,"Oops, leave it to me",おっと 取りました 僕に任せて下さい,0,1
24889,so where do you transact your business? enlighten me.,それで、あなたはどこであなたのビジネスを取引しますか？私を啓発します。,0,0
41176,There is also a completely original work,まったくのオリジナル作品もあります,0,1
51483,Yeah? Oh hey!,うん? ああ ちょっとちょっと!,0,1
2517,"i like to grab you by the hair damn, that was like a death threat.",脅してるつもりか,1,1
23596,prepare a bed.,ベッドを準備します。,0,0
41202,Dead,死んじまった,0,1
46161,They joined the wolf's DNA with my DNA,彼らは狼のDNAと 私のDNAを接合した,0,1
26385,"okay, i'm in.",さて、私はにいます。,0,0
45491,Emotions can be forged,感情は偽造できる,0,1
29048,in my teenage years,私の10代で,0,0
11464,"celebration, it's around us",喜びで いっぱいになる,1,1
31202,"next, consider making your business carbonneutral.",次に、ビジネスをカーボンニュートラルにすることを検討してください。,0,0
42436,Pirorirorin Ruin avoidance points increase!,ぴろりろりん 破滅回避ポイントが上昇!,0,1
1666,what was i to you?,もしかして ノゾキしてやがったのか?,1,1
3743,"and bill, if you're here, nobody thinks you're megalomaniacal.",ゲイツさん 誰もあなたを誇大妄想だなんて思ってませんから,1,1
34959,"not a creature was stirring, not even a",生き物がかき混ぜていたわけではなく、,0,0
5955,"now, you also do probation work, right?",「じゃぁ、保護観察の仕事もするの?,1,1
9888,we need to find farrell.,ファレルを探すんだ,1,1
52298,a,あ,0,1
18677,fond de i'tang.,池の底,1,1
34601,andwhat do you feed them?,そしてあなたは彼らに何を与えますか？,0,0
6781,the old games are proving less and less effective.,古臭い方法で無理が生じてる,1,1
46612,Answer. What did your fellow villains like you come to this state police?,「答えろ。 お前みたいな悪党どもの 仲間が、この州警察に何しに来た? 」,0,1
52302,I really love this game,本当にこのゲームが大好き,0,1
16087,not as much as you think.,そう違いは無い,1,1
52791,"I know it's forcible, but Vampert is missing",強引なのは わかってるけど ヴァンペルトが行方不明だから,0,1
50725,I don't like math itself,数学自体が好きなわけではありません,0,1
7766,it's been scheduled for months.,数ヶ月前から 決まっている,1,1
50684,Do whatever you want,自分だけ好き勝手なことして,0,1
54430,"Wait, that's it?",待て それだけか?,0,1
48382,Thermophile Thermophile Thermophile,好热 好热 好热,0,1
2553,we are bullshit.,私達はでたらめ,1,1
21141,"but, with haruko's special training, sakuragi's ability to play basketball improved greatly.",しかし、春子の特別な訓練により、桜木のバスケットボールの能力は大幅に向上しました。,0,0
35201,he's got a husband bulge.,彼は夫の膨らみを持っています。,0,0
52109,Hey Pecha What do you think?,ねえ ペーチャ お前は どう思う?,0,1
30,storm!,嵐には嵐の,1,1
54392,"To be uncomfortable, painful and difficult",不快で苦痛で困難なものとなるよう,0,1
24884,i'll take care of here.,ここでお世話になります。,0,0
49275,understand,分かりました,0,1
13999,i think mother would say,俺は お義母さんは やっぱり,1,1
51049,I think something is different,私は何か違うと思います,0,1
20111,we think bacteria made the rules,バクテリアがルールを作ったと思います,0,0
17973,i just left the mess behind.,混乱してしまって あの場所から 去ってしまった,1,1
48216,"ah, Sentaro. Mom that box",《ああっ 千太郎。 母さん その箱,0,1
